Name,Subclass,Url,Division,Retailer
"Φιλαράκια, εραστές και το μεγάλο, φριχτό πράγμα",Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1807476&locale=el,RECREATION AND CULTURE,Public
Να βρω ξανά του νήματος την άκρη...,Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1707460&locale=el,RECREATION AND CULTURE,Public
Η τέχνη του να έχεις πάντα δίκιο,Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=0610150&locale=el,RECREATION AND CULTURE,Public
Ο πλουσιότερος άνθρωπος της Βαβυλώνας,Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1572503&locale=el,RECREATION AND CULTURE,Public
Διαλειμματική νηστεία και αποφυγή νόσων,Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1362332&locale=el,RECREATION AND CULTURE,Public
Το σύγχρονο λεξικό τσέπης για μαθητές Δημοτικού,Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1411398&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Γλωσσικά μυστήρια στη Β' Δημοτικού - Ζαχαρόπουλος (Εκδόσεις Παπαδόπουλος),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1712720&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Τεστάκια γλώσσας Γ' Δημοτικού - Ραπτόπουλος Κώστας Σ. (ΠΑΤΑΚΗΣ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1314422&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Γλωσσικές Ασκήσεις Για Την Δ' Δημοτικού - Στράτου (ΣΑΒΒΑΛΑΣ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=0701249&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Γίνομαι άριστος στη γλώσσα Ε' Δημοτικού - Σάκκου (ΣΑΒΒΑΛΑΣ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=0700495&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Τεστάκια Μαθηματικών ΣΤ' Δημοτικού - Ραπτόπουλος (ΠΑΤΑΚΗΣ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1228653&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Το λυσάρι Α΄ Γυμνασίου - Μιχαλάκης (ΕΚΔΟΣΕΙΣ ΛΥΣΑΡΙ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1639194&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Kείμενα Νεοελληνικής Λογοτεχνίας Β' Γυμνασίου - Γεωργιάδου (ΜΕΤΑΙΧΜΙΟ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1295401&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Ευριπίδη Ελένη Γ' Γυμνασίου - Παππάς (ΕΛΛΗΝΟΕΚΔΟΤΙΚΗ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=0700468&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Νέα ελληνικά Α' Λυκείου - Μητσέλος (Ελληνοεκδοτική),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1718657&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Νεοελληνική Γλώσσα & Λογοτεχνία Β' Λυκείου (+Θεωρία Και Ασκήσεις + Απαντήσεις Ασκήσεων Θεωρίας Και Κριτηρίων) - Μάλαμα Ισιδώρα (ΧΑΤΖΗΘΩΜΑ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1640444&locale=el,RECREATION AND CULTURE,Public
Βοήθημα Νέα Ελληνικά - Θεωρία και Διδακτικές Προτάσεις Γ' Λυκείου - Σπύρος Μητσέλος (Ελληνοεκδοτική),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1828482&locale=el,RECREATION AND CULTURE,Public
Το προξενιό της Ιουλίας,Fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1506056&locale=el,RECREATION AND CULTURE,Public
Το ναυάγιο,Fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1598779&locale=el,RECREATION AND CULTURE,Public
Το μωρό της σοφίτας,Fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1807718&locale=el,RECREATION AND CULTURE,Public
